subplot,replicate,severity,treatment,tag,species,DBH_cm,dbh.class,health_s,canopy,leaf.area,latitude,longitude,a,b,fate,bands_in,date,DOY,week,notes,lai_dist
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,0.11,6/18/2019,169,8,,
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,0.17,6/26/2019,177,9,,
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,0.21,7/3/2019,184,10,,
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,0.26,7/10/2019,191,11,,
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,0.26,7/17/2019,198,12,,
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,0.27,7/24/2019,205,13,,
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,0.27,7/31/2019,212,14,,
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,0.28,8/8/2019,220,15,,
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,0.28,8/14/2019,226,16,,
B01E,B,0,control,1675,POGR,36.4,33-38,L,OD,152.7542524,45.5566851,-84.7263581,0.1387,2.3498,live,NA,11/12/2019,316,17,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0,11/2/2018,306,1,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,-0.04,4/10/2019,100,2,,no
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,-0.04,5/17/2019,137,3,,no
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,-0.03,5/23/2019,143,4,,no
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,-0.03,5/30/2019,150,5,,no
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,-0.03,6/5/2019,156,6,,yes
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,-0.02,6/11/2019,162,7,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,-0.01,6/18/2019,169,8,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0.02,6/26/2019,177,9,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0.05,7/3/2019,184,10,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0.06,7/10/2019,191,11,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0.09,7/17/2019,198,12,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0.1,7/24/2019,205,13,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0.11,7/31/2019,212,14,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0.11,8/8/2019,220,15,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0.11,8/14/2019,226,16,,
B01E,B,0,control,1683,ACRU,15.7,13-18,L,OS,49.22071266,45.5565327,-84.7264955,0.03117,2.778,live,0.13,11/12/2019,316,17,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0,11/2/2018,306,1,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0,4/10/2019,100,2,,no
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0,5/17/2019,137,3,,no
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0,5/23/2019,143,4,,no
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.01,5/30/2019,150,5,,no
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.01,6/5/2019,156,6,,yes
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.01,6/11/2019,162,7,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.02,6/18/2019,169,8,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.07,6/26/2019,177,9,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.12,7/3/2019,184,10,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.15,7/10/2019,191,11,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.21,7/17/2019,198,12,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.23,7/24/2019,205,13,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.27,7/31/2019,212,14,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.29,8/8/2019,220,15,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.3,8/14/2019,226,16,,
B01E,B,0,control,1685,ACRU,27.2,23-28,L,OS,114.7356935,45.5565555,-84.7265609,0.03117,2.778,live,0.34,11/12/2019,316,17,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.03,11/2/2018,306,1,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.03,4/10/2019,100,2,,no
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.03,5/17/2019,137,3,,no
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.03,5/23/2019,143,4,,no
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.03,5/30/2019,150,5,,no
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.03,6/5/2019,156,6,,yes
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.03,6/11/2019,162,7,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.03,6/18/2019,169,8,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.03,6/26/2019,177,9,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.04,7/3/2019,184,10,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.04,7/10/2019,191,11,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.04,7/17/2019,198,12,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.05,7/24/2019,205,13,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.05,7/31/2019,212,14,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.05,8/8/2019,220,15,,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.05,8/14/2019,226,16,typo,
B01E,B,0,control,1686,FAGR,8.5,13-Aug,L,UN,26.70887773,45.5566548,-84.7264823,0.1892,2.3097,live,0.05,11/12/2019,316,17,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,11/2/2018,306,1,no numbers on scale,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,4/10/2019,100,2,,no
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,5/17/2019,137,3,,no
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,5/23/2019,143,4,,no
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,5/30/2019,150,5,,no
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,6/5/2019,156,6,,yes
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,6/11/2019,162,7,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,6/18/2019,169,8,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,6/26/2019,177,9,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,7/3/2019,184,10,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.01,7/10/2019,191,11,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.02,7/17/2019,198,12,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.02,7/24/2019,205,13,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.02,7/31/2019,212,14,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.02,8/8/2019,220,15,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.02,8/14/2019,226,16,,
B01E,B,0,control,1687,ACRU,13,13-18,L,OS,36.80740462,45.5566259,-84.7265583,0.03117,2.778,live,0.03,11/12/2019,316,17,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.07,11/2/2018,306,1,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.12,4/10/2019,100,2,,no
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.13,5/17/2019,137,3,,no
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.13,5/23/2019,143,4,,no
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.14,5/30/2019,150,5,,no
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.16,6/5/2019,156,6,,yes
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.19,6/11/2019,162,7,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.21,6/18/2019,169,8,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.27,6/26/2019,177,9,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.29,7/3/2019,184,10,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.32,7/10/2019,191,11,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.35,7/17/2019,198,12,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.35,7/24/2019,205,13,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.36,7/31/2019,212,14,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.36,8/8/2019,220,15,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.36,8/14/2019,226,16,,
B01E,B,0,control,1688,POGR,28,28-33,L,OD,84.09538878,45.5566288,-84.7265723,0.1387,2.3498,live,0.3,11/12/2019,316,17,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.01,11/2/2018,306,1,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0,4/10/2019,100,2,,no
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.01,5/17/2019,137,3,,no
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.01,5/23/2019,143,4,,no
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.01,5/30/2019,150,5,,no
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.01,6/5/2019,156,6,,yes
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.01,6/11/2019,162,7,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.01,6/18/2019,169,8,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.02,6/26/2019,177,9,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.03,7/3/2019,184,10,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.04,7/10/2019,191,11,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.06,7/17/2019,198,12,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.06,7/24/2019,205,13,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.07,7/31/2019,212,14,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.07,8/8/2019,220,15,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.07,8/14/2019,226,16,,
B01E,B,0,control,1694,ACRU,15.4,13-18,L,OS,47.77980169,45.5566273,-84.7265952,0.03117,2.778,live,0.08,11/12/2019,316,17,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0,11/2/2018,306,1,reset,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.05,4/10/2019,100,2,,no
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.07,5/17/2019,137,3,,no
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.07,5/23/2019,143,4,,no
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.09,5/30/2019,150,5,,no
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.13,6/5/2019,156,6,,yes
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.19,6/11/2019,162,7,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.23,6/18/2019,169,8,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.31,6/26/2019,177,9,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.35,7/3/2019,184,10,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.39,7/10/2019,191,11,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.43,7/17/2019,198,12,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.45,7/24/2019,205,13,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.47,7/31/2019,212,14,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.47,8/8/2019,220,15,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.47,8/14/2019,226,16,,
B01E,B,0,control,1695,POGR,39,38-43,L,OD,178.7144391,45.5565983,-84.7265969,0.1387,2.3498,live,0.4,11/12/2019,316,17,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0,11/2/2018,306,1,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,-0.04,4/10/2019,100,2,,no
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,-0.03,5/17/2019,137,3,,no
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,-0.02,5/23/2019,143,4,,no
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,-0.02,5/30/2019,150,5,,no
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,-0.02,6/5/2019,156,6,,yes
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,-0.01,6/11/2019,162,7,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.01,6/18/2019,169,8,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.05,6/26/2019,177,9,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.07,7/3/2019,184,10,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.09,7/10/2019,191,11,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.13,7/17/2019,198,12,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.15,7/24/2019,205,13,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.18,7/31/2019,212,14,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.19,8/8/2019,220,15,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.2,8/14/2019,226,16,,
B01E,B,0,control,1700,ACRU,23.3,23-28,L,OS,90.40460462,45.5565808,-84.7266253,0.03117,2.778,live,0.24,11/12/2019,316,17,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0,11/2/2018,306,1,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0,4/10/2019,100,2,,no
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,-0.01,5/17/2019,137,3,,no
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0,5/23/2019,143,4,,no
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,-0.01,5/30/2019,150,5,,no
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,-0.01,6/5/2019,156,6,,yes
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0,6/11/2019,162,7,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0,6/18/2019,169,8,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0.01,6/26/2019,177,9,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0.01,7/3/2019,184,10,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0.01,7/10/2019,191,11,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0.02,7/17/2019,198,12,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0.03,7/24/2019,205,13,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0.03,7/31/2019,212,14,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0.03,8/8/2019,220,15,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0.03,8/14/2019,226,16,,
B01E,B,0,control,1706,ACRU,10.9,13-Aug,L,OS,28.06074774,45.5566795,-84.7268,0.03117,2.778,live,0.03,11/12/2019,316,17,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,0,11/2/2018,306,1,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,-0.01,4/10/2019,100,2,,no
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,-0.01,5/17/2019,137,3,,no
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,-0.01,5/23/2019,143,4,,no
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,-0.01,5/30/2019,150,5,,no
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,-0.01,6/5/2019,156,6,,yes
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,-0.01,6/11/2019,162,7,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,-0.01,6/18/2019,169,8,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,0,6/26/2019,177,9,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,0.01,7/3/2019,184,10,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,0.01,7/10/2019,191,11,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,0.02,7/17/2019,198,12,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,0.03,7/24/2019,205,13,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,0.03,7/31/2019,212,14,,
B01E,B,0,control,1727,ACRU,25.1,23-28,L,OS,101.3817921,45.5567549,-84.726724,0.03117,2.778,live,0.03,8/8/2019,220,15,,
