"subplot_id","tag","species","band_in","date","notes"
"A03W",2421,"FAGR",0.07,2019-06-11,NA
"A03W",2421,"FAGR",0.08,2019-06-18,NA
"A03W",2421,"FAGR",0.13,2019-06-26,NA
"A03W",2421,"FAGR",0.16,2019-07-03,NA
"A03W",2421,"FAGR",0.18,2019-07-10,NA
"A03W",2421,"FAGR",0.21,2019-07-17,NA
"A03W",2421,"FAGR",0.23,2019-07-24,NA
"A03W",2421,"FAGR",0.24,2019-07-31,NA
"A03W",2421,"FAGR",0.25,2019-08-08,NA
"A03W",2421,"FAGR",0.25,2019-08-14,NA
"A03W",2421,"FAGR",0.27,2019-11-12,NA
"A03W",2425,"QURU",0.05,2018-11-02,NA
"A03W",2425,"QURU",0.05,2019-04-10,NA
"A03W",2425,"QURU",0.15,2019-05-17,NA
"A03W",2425,"QURU",0.15,2019-05-24,NA
"A03W",2425,"QURU",0.16,2019-05-30,NA
"A03W",2425,"QURU",0.16,2019-06-05,NA
"A03W",2425,"QURU",0.19,2019-06-11,NA
"A03W",2425,"QURU",0.2,2019-06-18,NA
"A03W",2425,"QURU",0.24,2019-06-26,NA
"A03W",2425,"QURU",0.28,2019-07-03,NA
"A03W",2425,"QURU",0.31,2019-07-10,NA
"A03W",2425,"QURU",0.35,2019-07-17,NA
"A03W",2425,"QURU",0.38,2019-07-24,NA
"A03W",2425,"QURU",0.41,2019-07-31,NA
"A03W",2425,"QURU",0.46,2019-08-08,NA
"A03W",2425,"QURU",0.46,2019-08-14,NA
"A03W",2425,"QURU",0.51,2019-11-12,NA
"A03W",2426,"FAGR",0.04,2018-11-02,NA
"A03W",2426,"FAGR",0.03,2019-04-10,NA
"A03W",2426,"FAGR",0.03,2019-05-17,NA
"A03W",2426,"FAGR",0.03,2019-05-24,NA
"A03W",2426,"FAGR",0.03,2019-05-30,NA
"A03W",2426,"FAGR",0.03,2019-06-05,NA
"A03W",2426,"FAGR",0.03,2019-06-11,NA
"A03W",2426,"FAGR",0.03,2019-06-18,NA
"A03W",2426,"FAGR",0.03,2019-06-26,NA
"A03W",2426,"FAGR",0.03,2019-07-03,NA
"A03W",2426,"FAGR",0.03,2019-07-10,NA
"A03W",2426,"FAGR",0.03,2019-07-17,NA
"A03W",2426,"FAGR",0.03,2019-07-24,NA
"A03W",2426,"FAGR",0.03,2019-07-31,NA
"A03W",2426,"FAGR",0.04,2019-08-08,NA
"A03W",2426,"FAGR",0.04,2019-08-14,NA
"A03W",2426,"FAGR",0.04,2019-11-12,NA
"A03W",2441,"ACSA",0.01,2018-11-02,NA
"A03W",2441,"ACSA",0,2019-04-10,NA
"A03W",2441,"ACSA",0,2019-05-17,NA
"A03W",2441,"ACSA",0,2019-05-24,NA
"A03W",2441,"ACSA",0,2019-05-30,NA
"A03W",2441,"ACSA",0,2019-06-05,NA
"A03W",2441,"ACSA",0.01,2019-06-11,NA
"A03W",2441,"ACSA",0.01,2019-06-18,NA
"A03W",2441,"ACSA",0.03,2019-06-26,NA
"A03W",2441,"ACSA",0.03,2019-07-03,NA
"A03W",2441,"ACSA",0.04,2019-07-10,NA
"A03W",2441,"ACSA",0.05,2019-07-17,NA
"A03W",2441,"ACSA",0.06,2019-07-24,NA
"A03W",2441,"ACSA",0.06,2019-07-31,NA
"A03W",2441,"ACSA",0.07,2019-08-08,NA
"A03W",2441,"ACSA",0.07,2019-08-14,NA
"A03W",2441,"ACSA",0.09,2019-11-12,NA
"A03W",2445,"ACSA",0,2018-11-02,NA
"A03W",2445,"ACSA",-0.02,2019-04-10,NA
"A03W",2445,"ACSA",-0.02,2019-05-17,NA
"A03W",2445,"ACSA",-0.02,2019-05-24,NA
"A03W",2445,"ACSA",-0.02,2019-05-30,NA
"A03W",2445,"ACSA",-0.02,2019-06-05,NA
"A03W",2445,"ACSA",-0.01,2019-06-11,NA
"A03W",2445,"ACSA",-0.01,2019-06-18,NA
"A03W",2445,"ACSA",0.01,2019-06-26,NA
"A03W",2445,"ACSA",0.05,2019-07-03,NA
"A03W",2445,"ACSA",0.09,2019-07-10,NA
"A03W",2445,"ACSA",0.15,2019-07-17,NA
"A03W",2445,"ACSA",0.2,2019-07-24,NA
"A03W",2445,"ACSA",0.24,2019-07-31,NA
"A03W",2445,"ACSA",0.26,2019-08-08,NA
"A03W",2445,"ACSA",0.27,2019-08-14,NA
"A03W",2445,"ACSA",0.31,2019-11-12,NA
"A03W",2448,"ACRU",0.06,2018-11-02,NA
"A03W",2448,"ACRU",0.03,2019-04-10,NA
"A03W",2448,"ACRU",0.04,2019-05-17,NA
"A03W",2448,"ACRU",0.05,2019-05-24,NA
"A03W",2448,"ACRU",0.05,2019-05-30,NA
"A03W",2448,"ACRU",0.05,2019-06-05,NA
"A03W",2448,"ACRU",0.08,2019-06-11,NA
"A03W",2448,"ACRU",0.1,2019-06-18,NA
"A03W",2448,"ACRU",0.15,2019-06-26,NA
"A03W",2448,"ACRU",0.19,2019-07-03,NA
"A03W",2448,"ACRU",0.23,2019-07-10,NA
"A03W",2448,"ACRU",0.31,2019-07-17,NA
"A03W",2448,"ACRU",0.36,2019-07-24,NA
"A03W",2448,"ACRU",0.41,2019-07-31,NA
"A03W",2448,"ACRU",0.45,2019-08-08,NA
"A03W",2448,"ACRU",0.49,2019-08-14,NA
"A03W",2448,"ACRU",0.69,2019-11-12,NA
"A03W",2449,"FAGR",0,2018-11-02,NA
"A03W",2449,"FAGR",-0.02,2019-04-10,NA
"A03W",2449,"FAGR",-0.02,2019-05-17,NA
"A03W",2449,"FAGR",-0.02,2019-05-24,NA
"A03W",2449,"FAGR",-0.02,2019-05-30,NA
"A03W",2449,"FAGR",-0.02,2019-06-05,NA
"A03W",2449,"FAGR",-0.02,2019-06-11,NA
"A03W",2449,"FAGR",-0.02,2019-06-18,NA
"A03W",2449,"FAGR",-0.01,2019-06-26,NA
"A03W",2449,"FAGR",0,2019-07-03,NA
"A03W",2449,"FAGR",0.01,2019-07-10,NA
"A03W",2449,"FAGR",0.04,2019-07-17,NA
"A03W",2449,"FAGR",0.06,2019-07-24,NA
"A03W",2449,"FAGR",0.09,2019-07-31,NA
"A03W",2449,"FAGR",0.12,2019-08-08,NA
"A03W",2449,"FAGR",0.14,2019-08-14,NA
"A03W",2449,"FAGR",0.24,2019-11-12,NA
"A03W",2454,"FAGR",0.04,2018-11-02,NA
"A03W",2454,"FAGR",0.02,2019-04-10,NA
"A03W",2454,"FAGR",0.02,2019-05-17,NA
"A03W",2454,"FAGR",0.02,2019-05-24,NA
"A03W",2454,"FAGR",0.02,2019-05-30,NA
"A03W",2454,"FAGR",0.02,2019-06-05,NA
"A03W",2454,"FAGR",0.02,2019-06-11,NA
"A03W",2454,"FAGR",0.03,2019-06-18,NA
"A03W",2454,"FAGR",0.03,2019-06-26,NA
"A03W",2454,"FAGR",0.04,2019-07-03,NA
"A03W",2454,"FAGR",0.03,2019-07-10,NA
"A03W",2454,"FAGR",0.03,2019-07-17,NA
"A03W",2454,"FAGR",0.03,2019-07-24,NA
"A03W",2454,"FAGR",0.03,2019-07-31,NA
"A03W",2454,"FAGR",0.03,2019-08-08,NA
"A03W",2454,"FAGR",0.03,2019-08-14,NA
"A03W",2454,"FAGR",0.01,2019-11-12,NA
"A03W",2456,"FAGR",0,2018-11-02,NA
"A03W",2456,"FAGR",-0.01,2019-04-10,NA
"A03W",2456,"FAGR",-0.01,2019-05-17,NA
"A03W",2456,"FAGR",-0.01,2019-05-24,NA
"A03W",2456,"FAGR",-0.01,2019-05-30,NA
"A03W",2456,"FAGR",-0.01,2019-06-05,NA
"A03W",2456,"FAGR",-0.01,2019-06-11,NA
"A03W",2456,"FAGR",0,2019-06-18,NA
"A03W",2456,"FAGR",0.02,2019-06-26,NA
"A03W",2456,"FAGR",0.03,2019-07-03,NA
"A03W",2456,"FAGR",0.03,2019-07-10,NA
"A03W",2456,"FAGR",0.05,2019-07-17,NA
"A03W",2456,"FAGR",0.05,2019-07-24,NA
"A03W",2456,"FAGR",0.06,2019-07-31,NA
"A03W",2456,"FAGR",0.06,2019-08-08,NA
"A03W",2456,"FAGR",0.06,2019-08-14,NA
"A03W",2456,"FAGR",0.07,2019-11-12,NA
"A03W",2457,"FAGR",0.02,2018-11-02,NA
"A03W",2457,"FAGR",0.02,2019-04-10,NA
"A03W",2457,"FAGR",0.02,2019-05-17,NA
"A03W",2457,"FAGR",0.02,2019-05-24,NA
"A03W",2457,"FAGR",0.02,2019-05-30,NA
"A03W",2457,"FAGR",0.02,2019-06-05,NA
"A03W",2457,"FAGR",0.02,2019-06-11,NA
"A03W",2457,"FAGR",0.02,2019-06-18,NA
"A03W",2457,"FAGR",0.03,2019-06-26,NA
"A03W",2457,"FAGR",0.03,2019-07-03,NA
"A03W",2457,"FAGR",0.05,2019-07-10,NA
"A03W",2457,"FAGR",0.06,2019-07-17,NA
"A03W",2457,"FAGR",0.07,2019-07-24,NA
"A03W",2457,"FAGR",0.08,2019-07-31,NA
"A03W",2457,"FAGR",0.08,2019-08-08,NA
"A03W",2457,"FAGR",0.08,2019-08-14,NA
"A03W",2457,"FAGR",0.09,2019-11-12,NA
"A03W",2459,"ACSA",0.02,2018-11-02,NA
"A03W",2459,"ACSA",-0.02,2019-04-10,NA
"A03W",2459,"ACSA",-0.01,2019-05-17,NA
"A03W",2459,"ACSA",-0.01,2019-05-24,NA
"A03W",2459,"ACSA",-0.01,2019-05-30,NA
"A03W",2459,"ACSA",-0.01,2019-06-05,NA
"A03W",2459,"ACSA",0.01,2019-06-11,NA
"A03W",2459,"ACSA",0.03,2019-06-18,NA
"A03W",2459,"ACSA",0.1,2019-06-26,NA
"A03W",2459,"ACSA",0.14,2019-07-03,NA
"A03W",2459,"ACSA",0.19,2019-07-10,NA
"A03W",2459,"ACSA",0.24,2019-07-17,NA
"A03W",2459,"ACSA",0.29,2019-07-24,NA
"A03W",2459,"ACSA",0.33,2019-07-31,NA
"A03W",2459,"ACSA",0.34,2019-08-08,NA
"A03W",2459,"ACSA",0.34,2019-08-14,NA
"A03W",2459,"ACSA",0.38,2019-11-12,NA
"A03W",2465,"FAGR",0,2018-11-02,NA
"A03W",2465,"FAGR",-0.01,2019-04-10,NA
"A03W",2465,"FAGR",-0.02,2019-05-17,NA
"A03W",2465,"FAGR",-0.02,2019-05-24,NA
"A03W",2465,"FAGR",-0.02,2019-05-30,NA
"A03W",2465,"FAGR",-0.02,2019-06-05,NA
"A03W",2465,"FAGR",-0.02,2019-06-11,NA
"A03W",2465,"FAGR",-0.02,2019-06-18,NA
"A03W",2465,"FAGR",-0.01,2019-06-26,NA
"A03W",2465,"FAGR",0,2019-07-03,NA
"A03W",2465,"FAGR",0,2019-07-10,NA
"A03W",2465,"FAGR",0.01,2019-07-17,NA
"A03W",2465,"FAGR",0.01,2019-07-24,NA
"A03W",2465,"FAGR",0.01,2019-07-31,NA
"A03W",2465,"FAGR",0.01,2019-08-08,NA
"A03W",2465,"FAGR",0.01,2019-08-14,NA
"A03W",2465,"FAGR",0.02,2019-11-12,NA
"A04E",2675,"ACRU",1.01,2018-11-02,NA
"A04E",2675,"ACRU",0.97,2019-04-10,NA
"A04E",2675,"ACRU",0.98,2019-05-17,NA
"A04E",2675,"ACRU",0.99,2019-05-24,NA
"A04E",2675,"ACRU",0.99,2019-05-30,NA
"A04E",2675,"ACRU",0.99,2019-06-05,NA
"A04E",2675,"ACRU",1.03,2019-06-11,NA
"A04E",2675,"ACRU",1.04,2019-06-18,NA
"A04E",2675,"ACRU",1.11,2019-06-26,NA
"A04E",2675,"ACRU",NA,2019-07-03,"outlier"
"A04E",2675,"ACRU",1.2,2019-07-10,NA
"A04E",2675,"ACRU",1.26,2019-07-17,NA
"A04E",2675,"ACRU",1.3,2019-07-24,NA
"A04E",2675,"ACRU",1.33,2019-07-31,NA
"A04E",2675,"ACRU",1.35,2019-08-08,NA
"A04E",2675,"ACRU",1.35,2019-08-14,NA
"A04E",2675,"ACRU",1.43,2019-11-12,NA
"A04E",2681,"ACSA",0.01,2018-11-02,NA
"A04E",2681,"ACSA",0.01,2019-04-10,NA
"A04E",2681,"ACSA",0.01,2019-05-17,NA
"A04E",2681,"ACSA",0.01,2019-05-24,NA
"A04E",2681,"ACSA",0.01,2019-05-30,NA
"A04E",2681,"ACSA",0.01,2019-06-05,NA
"A04E",2681,"ACSA",0.01,2019-06-11,NA
"A04E",2681,"ACSA",0.01,2019-06-18,NA
"A04E",2681,"ACSA",0.01,2019-06-26,NA
"A04E",2681,"ACSA",0.01,2019-07-03,NA
"A04E",2681,"ACSA",0.01,2019-07-10,NA
"A04E",2681,"ACSA",0.01,2019-07-17,NA
"A04E",2681,"ACSA",0.01,2019-07-24,NA
"A04E",2681,"ACSA",0.01,2019-07-31,NA
"A04E",2681,"ACSA",0.01,2019-08-08,NA
"A04E",2681,"ACSA",0.01,2019-08-14,NA
"A04E",2681,"ACSA",0.01,2019-11-12,NA
"A04E",2686,"ACSA",-0.05,2019-05-30,"new band"
"A04E",2686,"ACSA",-0.05,2019-06-05,NA
"A04E",2686,"ACSA",-0.06,2019-06-11,NA
"A04E",2686,"ACSA",-0.05,2019-06-18,NA
"A04E",2686,"ACSA",-0.05,2019-06-26,NA
"A04E",2686,"ACSA",-0.03,2019-07-03,NA
"A04E",2686,"ACSA",-0.02,2019-07-10,NA
"A04E",2686,"ACSA",0.01,2019-07-17,NA
"A04E",2686,"ACSA",0.03,2019-07-24,NA
"A04E",2686,"ACSA",0.04,2019-07-31,NA
"A04E",2686,"ACSA",0.05,2019-08-08,NA
"A04E",2686,"ACSA",0.05,2019-08-14,NA
"A04E",2686,"ACSA",0.08,2019-11-12,NA
"A04E",2687,"ACSA",0.02,2018-11-02,NA
"A04E",2687,"ACSA",0.01,2019-04-10,NA
"A04E",2687,"ACSA",0.01,2019-05-17,NA
"A04E",2687,"ACSA",0.01,2019-05-24,NA
"A04E",2687,"ACSA",0.04,2019-05-30,NA
"A04E",2687,"ACSA",0.04,2019-06-05,NA
"A04E",2687,"ACSA",0.05,2019-06-11,NA
"A04E",2687,"ACSA",0.06,2019-06-18,NA
"A04E",2687,"ACSA",0.1,2019-06-26,NA
"A04E",2687,"ACSA",0.13,2019-07-03,NA
"A04E",2687,"ACSA",0.15,2019-07-10,NA
"A04E",2687,"ACSA",0.19,2019-07-17,NA
"A04E",2687,"ACSA",0.21,2019-07-24,NA
"A04E",2687,"ACSA",0.22,2019-07-31,NA
"A04E",2687,"ACSA",0.23,2019-08-08,NA
"A04E",2687,"ACSA",0.23,2019-08-14,NA
"A04E",2687,"ACSA",0.25,2019-11-12,NA
"A04E",2688,"FAGR",0.01,2018-11-02,NA
"A04E",2688,"FAGR",0.01,2019-04-10,NA
"A04E",2688,"FAGR",0.01,2019-05-17,NA
"A04E",2688,"FAGR",0.01,2019-05-24,NA
"A04E",2688,"FAGR",0.01,2019-05-30,NA
"A04E",2688,"FAGR",0.01,2019-06-05,NA
"A04E",2688,"FAGR",0.01,2019-06-11,NA
"A04E",2688,"FAGR",0.01,2019-06-18,NA
"A04E",2688,"FAGR",0.01,2019-06-26,NA
"A04E",2688,"FAGR",0.01,2019-07-03,NA
"A04E",2688,"FAGR",0.01,2019-07-10,NA
"A04E",2688,"FAGR",0.01,2019-07-17,NA
"A04E",2688,"FAGR",0.01,2019-07-24,NA
"A04E",2688,"FAGR",0.01,2019-07-31,NA
"A04E",2688,"FAGR",0.01,2019-08-08,NA
"A04E",2688,"FAGR",0.01,2019-08-14,NA
"A04E",2688,"FAGR",0.01,2019-11-12,NA
"A04E",2690,"FAGR",0.01,2018-11-02,NA
"A04E",2690,"FAGR",0.01,2019-04-10,NA
"A04E",2690,"FAGR",0.01,2019-05-17,NA
"A04E",2690,"FAGR",0.01,2019-05-24,NA
"A04E",2690,"FAGR",0.01,2019-05-30,NA
"A04E",2690,"FAGR",0.01,2019-06-05,NA
"A04E",2690,"FAGR",0.01,2019-06-11,NA
"A04E",2690,"FAGR",0.01,2019-06-18,NA
"A04E",2690,"FAGR",0.03,2019-06-26,NA
"A04E",2690,"FAGR",0.05,2019-07-03,NA
"A04E",2690,"FAGR",0.06,2019-07-10,NA
"A04E",2690,"FAGR",0.09,2019-07-17,NA
"A04E",2690,"FAGR",0.1,2019-07-24,NA
"A04E",2690,"FAGR",0.12,2019-07-31,NA
"A04E",2690,"FAGR",0.12,2019-08-08,NA
"A04E",2690,"FAGR",0.12,2019-08-14,NA
"A04E",2690,"FAGR",0.13,2019-11-12,NA
"A04E",2693,"FAGR",0.02,2019-05-30,"new band"
"A04E",2693,"FAGR",0.02,2019-06-05,NA
"A04E",2693,"FAGR",0.02,2019-06-11,NA
"A04E",2693,"FAGR",0.03,2019-06-18,NA
"A04E",2693,"FAGR",0.04,2019-06-26,NA
"A04E",2693,"FAGR",0.05,2019-07-03,NA
"A04E",2693,"FAGR",0.06,2019-07-10,NA
"A04E",2693,"FAGR",0.08,2019-07-17,NA
"A04E",2693,"FAGR",0.09,2019-07-24,NA
"A04E",2693,"FAGR",0.11,2019-07-31,NA
"A04E",2693,"FAGR",0.14,2019-08-08,NA
"A04E",2693,"FAGR",0.15,2019-08-14,NA
"A04E",2693,"FAGR",0.17,2019-11-12,NA
"A04E",2703,"POGR",0,2018-11-02,NA
"A04E",2703,"POGR",-0.05,2019-04-10,NA
"A04E",2703,"POGR",-0.05,2019-05-17,NA
"A04E",2703,"POGR",-0.05,2019-05-24,NA
"A04E",2703,"POGR",-0.05,2019-05-30,NA
"A04E",2703,"POGR",-0.05,2019-06-05,NA
"A04E",2703,"POGR",-0.02,2019-06-11,NA
"A04E",2703,"POGR",0,2019-06-18,NA
"A04E",2703,"POGR",0.05,2019-06-26,NA
"A04E",2703,"POGR",0.08,2019-07-03,NA
"A04E",2703,"POGR",0.1,2019-07-10,NA
"A04E",2703,"POGR",0.13,2019-07-17,NA
"A04E",2703,"POGR",0.15,2019-07-24,NA
"A04E",2703,"POGR",0.17,2019-07-31,NA
"A04E",2703,"POGR",0.17,2019-08-08,NA
"A04E",2703,"POGR",0.17,2019-08-14,NA
"A04E",2703,"POGR",0.18,2019-11-12,NA
"A04E",2705,"POGR",0,2018-11-02,NA
"A04E",2705,"POGR",-0.03,2019-04-10,NA
"A04E",2705,"POGR",-0.03,2019-05-17,NA
"A04E",2705,"POGR",-0.03,2019-05-24,NA
"A04E",2705,"POGR",-0.03,2019-05-30,NA
"A04E",2705,"POGR",-0.03,2019-06-05,NA
"A04E",2705,"POGR",-0.02,2019-06-11,NA
"A04E",2705,"POGR",-0.01,2019-06-18,NA
"A04E",2705,"POGR",0.02,2019-06-26,NA
"A04E",2705,"POGR",0.03,2019-07-03,NA
"A04E",2705,"POGR",0.04,2019-07-10,NA
"A04E",2705,"POGR",0.06,2019-07-17,NA
"A04E",2705,"POGR",0.06,2019-07-24,NA
"A04E",2705,"POGR",0.07,2019-07-31,NA
"A04E",2705,"POGR",0.07,2019-08-08,NA
"A04E",2705,"POGR",0.07,2019-08-14,NA
"A04E",2705,"POGR",0.04,2019-11-12,NA
"A04E",2714,"POGR",0.22,2018-11-02,NA
"A04E",2714,"POGR",0.25,2019-04-10,NA
"A04E",2714,"POGR",0.25,2019-05-17,NA
"A04E",2714,"POGR",0.25,2019-05-24,NA
"A04E",2714,"POGR",0.25,2019-05-30,NA
"A04E",2714,"POGR",0.25,2019-06-05,NA
"A04E",2714,"POGR",0.25,2019-06-11,NA
"A04E",2714,"POGR",0.25,2019-06-18,NA
"A04E",2714,"POGR",0.25,2019-06-26,NA
"A04E",2714,"POGR",0.25,2019-07-03,NA
"A04E",2714,"POGR",0.25,2019-07-10,NA
"A04E",2714,"POGR",0.28,2019-07-17,NA
"A04E",2714,"POGR",0.43,2019-07-24,NA
"A04E",2714,"POGR",0.42,2019-07-31,NA
"A04E",2714,"POGR",0.43,2019-08-08,NA
"A04E",2714,"POGR",0.42,2019-08-14,NA
"A04E",2714,"POGR",0.36,2019-11-12,NA
"A04E",2716,"ACSA",0,2018-11-02,NA
"A04E",2716,"ACSA",-0.02,2019-04-10,NA
"A04E",2716,"ACSA",-0.01,2019-05-17,NA
"A04E",2716,"ACSA",-0.01,2019-05-24,NA
"A04E",2716,"ACSA",-0.02,2019-05-30,NA
"A04E",2716,"ACSA",-0.02,2019-06-05,NA
"A04E",2716,"ACSA",-0.01,2019-06-11,NA
"A04E",2716,"ACSA",-0.01,2019-06-18,NA
"A04E",2716,"ACSA",0.03,2019-06-26,NA
"A04E",2716,"ACSA",0.06,2019-07-03,NA
"A04E",2716,"ACSA",0.09,2019-07-10,NA
"A04E",2716,"ACSA",0.13,2019-07-17,NA
"A04E",2716,"ACSA",0.15,2019-07-24,NA
"A04E",2716,"ACSA",0.18,2019-07-31,NA
"A04E",2716,"ACSA",0.19,2019-08-08,NA
"A04E",2716,"ACSA",0.19,2019-08-14,NA
"A04E",2716,"ACSA",0.23,2019-11-12,NA
"A04E",2717,"FAGR",0.03,2018-11-02,NA
"A04E",2717,"FAGR",0.03,2019-04-10,NA
"A04E",2717,"FAGR",0.04,2019-05-17,NA
"A04E",2717,"FAGR",0.04,2019-05-24,NA
"A04E",2717,"FAGR",0.05,2019-05-30,NA
"A04E",2717,"FAGR",0.06,2019-06-05,NA
"A04E",2717,"FAGR",0.09,2019-06-11,NA
"A04E",2717,"FAGR",0.1,2019-06-18,NA
"A04E",2717,"FAGR",0.15,2019-06-26,NA
"A04E",2717,"FAGR",0.19,2019-07-03,NA
"A04E",2717,"FAGR",0.21,2019-07-10,NA
"A04E",2717,"FAGR",0.25,2019-07-17,NA
"A04E",2717,"FAGR",0.28,2019-07-24,NA
"A04E",2717,"FAGR",0.33,2019-07-31,NA
"A04E",2717,"FAGR",0.37,2019-08-08,NA
"A04E",2717,"FAGR",0.39,2019-08-14,NA
"A04E",2717,"FAGR",0.43,2019-11-12,NA
"A04E",2719,"POGR",0.03,2019-05-30,"new band"
"A04E",2719,"POGR",0.04,2019-06-05,NA
"A04E",2719,"POGR",0.07,2019-06-11,NA
"A04E",2719,"POGR",0.1,2019-06-18,NA
"A04E",2719,"POGR",0.15,2019-06-26,NA
"A04E",2719,"POGR",0.16,2019-07-03,NA
"A04E",2719,"POGR",0.2,2019-07-10,NA
"A04E",2719,"POGR",0.25,2019-07-17,NA
"A04E",2719,"POGR",0.27,2019-07-24,NA
"A04E",2719,"POGR",0.29,2019-07-31,NA
"A04E",2719,"POGR",0.29,2019-08-08,NA
"A04E",2719,"POGR",0.29,2019-08-14,NA
"A04E",2719,"POGR",0.39,2019-11-12,NA
"A04E",2721,"POGR",0.03,2018-11-02,NA
"A04E",2721,"POGR",0.04,2019-04-10,NA
"A04E",2721,"POGR",0.11,2019-05-17,NA
"A04E",2721,"POGR",0.11,2019-05-24,NA
"A04E",2721,"POGR",0.11,2019-05-30,NA
"A04E",2721,"POGR",0.11,2019-06-05,NA
"A04E",2721,"POGR",0.11,2019-06-11,NA
"A04E",2721,"POGR",0.11,2019-06-18,NA
"A04E",2721,"POGR",0.13,2019-06-26,NA
"A04E",2721,"POGR",0.14,2019-07-03,NA
"A04E",2721,"POGR",0.16,2019-07-10,NA
"A04E",2721,"POGR",0.18,2019-07-17,NA
"A04E",2721,"POGR",0.19,2019-07-24,NA
"A04E",2721,"POGR",0.19,2019-07-31,NA
"A04E",2721,"POGR",0.19,2019-08-08,NA
"A04E",2721,"POGR",0.19,2019-08-14,NA
"A04E",2721,"POGR",0.14,2019-11-12,NA
"A04E",2726,"ACSA",0,2018-11-02,NA
"A04E",2726,"ACSA",-0.01,2019-04-10,NA
"A04E",2726,"ACSA",-0.01,2019-05-17,NA
"A04E",2726,"ACSA",-0.01,2019-05-24,NA
"A04E",2726,"ACSA",-0.01,2019-05-30,NA
"A04E",2726,"ACSA",-0.01,2019-06-05,NA
"A04E",2726,"ACSA",0.01,2019-06-11,NA
"A04E",2726,"ACSA",0.03,2019-06-18,NA
"A04E",2726,"ACSA",0.08,2019-06-26,NA
"A04E",2726,"ACSA",0.13,2019-07-03,NA
"A04E",2726,"ACSA",0.16,2019-07-10,NA
"A04E",2726,"ACSA",0.2,2019-07-17,NA
"A04E",2726,"ACSA",0.23,2019-07-24,NA
"A04E",2726,"ACSA",0.25,2019-07-31,NA
"A04E",2726,"ACSA",0.28,2019-08-08,NA
"A04E",2726,"ACSA",0.28,2019-08-14,NA
"A04E",2726,"ACSA",0.31,2019-11-12,NA
"A04E",2735,"ACSA",0.02,2018-11-02,NA
"A04E",2735,"ACSA",0.03,2019-04-10,NA
"A04E",2735,"ACSA",0.03,2019-05-17,NA
"A04E",2735,"ACSA",0.03,2019-05-24,NA
"A04E",2735,"ACSA",0.03,2019-05-30,NA
"A04E",2735,"ACSA",0.03,2019-06-05,NA
"A04E",2735,"ACSA",0.03,2019-06-11,NA
"A04E",2735,"ACSA",0.03,2019-06-18,NA
"A04E",2735,"ACSA",0.03,2019-06-26,NA
"A04E",2735,"ACSA",0.04,2019-07-03,NA
"A04E",2735,"ACSA",0.05,2019-07-10,NA
"A04E",2735,"ACSA",0.06,2019-07-17,NA
"A04E",2735,"ACSA",0.07,2019-07-24,NA
"A04E",2735,"ACSA",0.07,2019-07-31,NA
"A04E",2735,"ACSA",0.07,2019-08-08,NA
"A04E",2735,"ACSA",0.07,2019-08-14,NA
"A04E",2735,"ACSA",0.08,2019-11-12,NA
"A04E",2736,"POGR",0.07,2018-11-02,NA
"A04E",2736,"POGR",0.11,2019-04-10,NA
"A04E",2736,"POGR",0.13,2019-05-17,NA
"A04E",2736,"POGR",0.13,2019-05-24,NA
"A04E",2736,"POGR",0.13,2019-05-30,NA
"A04E",2736,"POGR",0.13,2019-06-05,NA
"A04E",2736,"POGR",0.17,2019-06-11,NA
"A04E",2736,"POGR",0.19,2019-06-18,NA
"A04E",2736,"POGR",0.25,2019-06-26,NA
"A04E",2736,"POGR",0.27,2019-07-03,NA
"A04E",2736,"POGR",0.31,2019-07-10,NA
"A04E",2736,"POGR",0.35,2019-07-17,NA
"A04E",2736,"POGR",0.37,2019-07-24,NA
"A04E",2736,"POGR",0.4,2019-07-31,NA
"A04E",2736,"POGR",0.41,2019-08-08,NA
"A04E",2736,"POGR",0.42,2019-08-14,NA
"A04E",2736,"POGR",0.38,2019-11-12,NA
"A04E",2739,"FAGR",0,2018-11-02,NA
"A04E",2739,"FAGR",0,2019-04-10,NA
"A04E",2739,"FAGR",0,2019-05-17,NA
"A04E",2739,"FAGR",0,2019-05-24,NA
"A04E",2739,"FAGR",0,2019-05-30,NA
"A04E",2739,"FAGR",0,2019-06-05,NA
"A04E",2739,"FAGR",0,2019-06-11,NA
"A04E",2739,"FAGR",0.01,2019-06-18,NA
"A04E",2739,"FAGR",0.04,2019-06-26,NA
"A04E",2739,"FAGR",0.06,2019-07-03,NA
"A04E",2739,"FAGR",0.07,2019-07-10,NA
"A04E",2739,"FAGR",0.09,2019-07-17,NA
"A04E",2739,"FAGR",0.1,2019-07-24,NA
"A04E",2739,"FAGR",0.1,2019-07-31,NA
"A04E",2739,"FAGR",0.11,2019-08-08,NA
"A04E",2739,"FAGR",0.11,2019-08-14,NA
"A04E",2739,"FAGR",0.13,2019-11-12,NA
"A04E",2746,"POGR",0.08,2019-05-30,"new band"
"A04E",2746,"POGR",0.1,2019-06-05,NA
"A04E",2746,"POGR",0.14,2019-06-11,NA
"A04E",2746,"POGR",0.15,2019-06-18,NA
"A04E",2746,"POGR",0.2,2019-06-26,NA
"A04E",2746,"POGR",0.22,2019-07-03,NA
"A04E",2746,"POGR",0.24,2019-07-10,NA
"A04E",2746,"POGR",0.28,2019-07-17,NA
"A04E",2746,"POGR",0.29,2019-07-24,NA
"A04E",2746,"POGR",0.3,2019-07-31,NA
